scan_id,colour_index,r,g,b,h,s,v,l,a,b_lab,chroma,coverage_percent,family_predicted,is_metallic,is_detail,confidence,top_paint_name,top_paint_brand,top_paint_delta_e
scan-1770065767548-g98x1p4,0,28,28,23,60.0,17.857142857142858,10.980392156862745,10.529197506857678,-1.1524223601876025,2.50871957918962,2.760751930773518,37.16919886389252,Grey,False,False,1.0,Deathshroud Clear,Citadel,2.0
scan-1770065767548-g98x1p4,1,133,152,176,213.4883720930233,24.431818181818176,69.01960784313725,61.97513990788943,0.4886594820261438,-14.452975338100254,14.461233841312026,37.07677742211803,Blue,False,False,1.0,Fenrisian Grey,Citadel,8.7
scan-1770065767548-g98x1p4,2,124,119,100,47.500000000000014,19.35483870967742,48.627450980392155,50.37315803232268,-1.8565357519818038,11.201642574738937,11.354449408517818,18.630810152833504,Yellow,False,False,1.0,Runelord Brass,Citadel,5.5
scan-1770065767548-g98x1p4,3,156,59,44,8.035714285714286,71.7948717948718,61.1764705882353,39.26289593446193,37.127504628548564,28.699142464469666,46.92645712323509,7.123213561155945,Red,False,True,1.0,Guilliman Flesh,Citadel,3.7
scan-1770065876056-msw58hs,0,186,225,175,106.80000000000001,22.222222222222218,88.23529411764706,85.76759114677898,-21.74230609286002,20.360455795363443,29.787179027738876,36.247777777777785,Green,False,False,1.0,Orruk Flesh,Citadel,15.7
scan-1770065876056-msw58hs,1,91,51,123,273.3333333333333,58.536585365853654,48.23529411764706,29.768060989554517,32.35685069802681,-33.7788906869361,46.775840378708075,35.07888888888889,Blue,False,False,1.0,Imperial Purple,Citadel,5.1
scan-1770065876056-msw58hs,2,160,122,177,281.4545454545455,31.073446327683612,69.41176470588235,56.79753154762649,24.810998298017015,-22.9159248234959,33.77462430672352,22.244444444444444,Red,False,False,1.0,Kakophoni Purple,Citadel,11.7
scan-1770065876056-msw58hs,3,160,164,159,108.00000000000007,3.0487804878048843,64.31372549019608,67.02758799346866,-3.1153942125301413,2.309274177306623,3.877941248322553,6.428888888888888,Grey,False,True,1.0,Administratum Grey,Citadel,3.5
scan-1770121146424-87435x9,0,95,61,119,275.17241379310343,48.739495798319325,46.666666666666664,32.68011981280496,25.648015984242562,-27.078468018029497,37.29697245261884,66.94898164952612,Blue,False,False,1.0,Chemos Purple,Citadel,5.5
scan-1770121146424-87435x9,1,179,143,203,276.0,29.556650246305416,79.6078431372549,65.22810747971735,23.786031904308985,-23.57399263152261,33.48893014630189,26.08388788062109,Red,False,False,1.0,Dechala Lilac,Citadel,4.8
scan-1770121146424-87435x9,2,201,242,238,174.14634146341467,16.94214876033058,94.90196078431372,92.64482394297156,-9.536300311734248,-1.9295398211264692,9.729550223771676,6.967130469852793,Green,False,True,1.0,Ulthuan Grey,Citadel,7.2
scan-1770121200205-7x2yloj,0,71,71,71,0.0,0.0,27.84313725490196,29.644559885588,-0.4563272308879758,0.3973571934185263,0.605084523691803,93.22903885480574,Grey,False,False,1.0,Eshin Grey,Citadel,3.3
scan-1770121200205-7x2yloj,1,151,138,123,32.142857142857125,18.543046357615893,59.21568627450981,57.43486046634219,2.6502454728026663,9.778435303120997,10.131218981121377,6.770961145194274,Gold,True,True,1.0,Commando Khaki,Citadel,2.0
scan-1771962200079-y5npre9,0,197,119,153,333.8461538461538,39.59390862944163,77.25490196078432,59.345942802393445,34.629345110098754,-5.328390189600807,35.03688463272604,64.57805446948468,Red,False,False,1.0,Carroburg Crimson,Citadel,6.8
scan-1771962200079-y5npre9,1,129,130,131,210.0,1.5267175572519032,51.37254901960784,53.47270445297104,-0.5929106407366469,-1.059552331662928,1.2141639804536652,21.487423019482154,Grey,False,False,1.0,Codex Grey,Citadel,1.2
scan-1771962200079-y5npre9,2,116,130,86,79.0909090909091,33.84615384615384,50.98039215686274,52.28573597975455,-12.355875209452803,21.451764656803125,24.75572376405986,5.848002282147232,Yellow,False,True,1.0,Death Guard Armor,Citadel,6.1
scan-1771962200079-y5npre9,3,174,135,44,42.00000000000001,74.71264367816092,68.23529411764706,58.8247074009478,6.10291162890023,48.62311010067449,49.004615764359166,4.805933582803349,Gold,True,True,1.0,Iyanden Darksun,Citadel,2.1
scan-1771962200079-y5npre9,4,135,198,224,197.52808988764045,39.732142857142854,87.84313725490196,76.25355044589122,-13.520744811442942,-18.752234546242374,23.118322619373732,3.2805866460825936,Cyan,False,True,1.0,Ice Blue,Citadel,6.8
scan-1771963594746-grwht8t,0,197,119,153,333.8461538461538,39.59390862944163,77.25490196078432,59.345942802393445,34.629345110098754,-5.328390189600807,35.03688463272604,64.57805446948468,Red,False,False,1.0,Carroburg Crimson,Citadel,6.8
scan-1771963594746-grwht8t,1,129,130,131,210.0,1.5267175572519032,51.37254901960784,53.47270445297104,-0.5929106407366469,-1.059552331662928,1.2141639804536652,21.487423019482154,Grey,False,False,1.0,Codex Grey,Citadel,1.2
scan-1771963594746-grwht8t,2,116,130,86,79.0909090909091,33.84615384615384,50.98039215686274,52.28573597975455,-12.355875209452803,21.451764656803125,24.75572376405986,5.848002282147232,Yellow,False,True,1.0,Death Guard Armor,Citadel,6.1
scan-1771963594746-grwht8t,3,174,135,44,42.00000000000001,74.71264367816092,68.23529411764706,58.8247074009478,6.10291162890023,48.62311010067449,49.004615764359166,4.805933582803349,Gold,True,True,1.0,Iyanden Darksun,Citadel,2.1
scan-1771963594746-grwht8t,4,135,198,224,197.52808988764045,39.732142857142854,87.84313725490196,76.25355044589122,-13.520744811442942,-18.752234546242374,23.118322619373732,3.2805866460825936,Cyan,False,True,1.0,Ice Blue,Citadel,6.8
scan-1776801787235-1kah19h,0,111,103,101,12.000000000000036,9.009009009009015,43.529411764705884,42.28411692211201,1.6641173912997729,2.006804940854781,2.6070199007037753,60.24022701697734,Grey,False,False,1.0,Stormvermin Fur,Citadel,2.8
scan-1776801787235-1kah19h,1,129,101,90,16.923076923076913,30.232558139534877,50.588235294117645,45.521863838815236,9.022815953536076,10.368773090971114,13.744914082795564,21.571505455257107,Gold,True,False,1.0,Cryptek Armourshade Gloss,Citadel,5.1
scan-1776801787235-1kah19h,2,109,45,37,6.666666666666666,66.05504587155964,42.745098039215684,27.606053873410687,25.855720276689617,18.2592956139973,31.65312223692569,16.659327755761048,Red,False,False,1.0,Beaten Copper,Citadel,3.2
scan-1776801787235-1kah19h,3,189,186,110,57.72151898734176,41.7989417989418,74.11764705882354,74.35917893195789,-10.240844186575782,38.03375766098949,39.38834359894561,1.528939772004501,Yellow,False,True,1.0,Krieg Khaki,Citadel,7.0
scan-1776801841430-gut6ybn,0,129,71,63,7.272727272727273,51.16279069767441,50.588235294117645,37.10882158568938,24.481810953639858,16.283713383128525,29.402693569019142,71.16033755274262,Red,False,False,1.0,Bugman Glow,Citadel,4.0
scan-1776801841430-gut6ybn,1,29,55,87,213.10344827586206,66.66666666666667,34.11764705882353,22.729675325222647,2.1089528648289835,-22.41961340886618,22.5185867138478,13.565400843881855,Blue,False,False,1.0,Fenrys Grey,Citadel,5.4
scan-1776801841430-gut6ybn,2,163,249,190,138.8372093023256,34.53815261044177,97.6470588235294,91.66180238072914,-36.696618247086,20.026329058720297,41.80544995979005,6.907172995780591,Green,False,True,1.0,Vile Green,Citadel,19.6
scan-1776801841430-gut6ybn,3,195,191,118,56.8831168831169,39.48717948717948,76.47058823529412,76.38132415129041,-8.93123954500652,36.98006778102096,38.043297082392755,4.345991561181434,Yellow,False,True,1.0,Tyrant Skull,Citadel,4.2
scan-1776801841430-gut6ybn,4,212,132,77,24.444444444444446,63.67924528301888,83.13725490196079,62.96432498217255,24.488757620242914,42.172163919684365,48.76669621218699,4.021097046413502,Pink,False,True,1.0,Bestigor Flesh,Citadel,3.2
test_none,0,235,235,235,0.5,0.5,0.5,93.04813343052106,-0.0023078137202925397,0.004374542163043671,10.0,82.15297450424929,White,False,False,0.9,,,
test_none,1,76,6,5,0.5,0.5,0.5,13.861632314318218,31.12444008700046,19.301828334276543,10.0,10.864022662889518,Brown,False,False,0.9,,,
test_none,2,149,7,6,0.5,0.5,0.5,30.768849707331388,52.60151036525374,41.59820960788174,10.0,6.940509915014163,Red,False,False,0.9,,,
test_blur,0,235,235,235,0.5,0.5,0.5,93.04813343052106,-0.0023078137202925397,0.004374542163043671,10.0,81.59277248332602,White,False,False,0.9,,,
test_blur,1,132,7,6,0.5,0.5,0.5,27.057466642714925,47.251649353767334,36.059592270383625,10.0,8.834732862260864,Red,False,False,0.9,,,
test_blur,2,90,8,7,0.5,0.5,0.5,17.681200443165793,34.6351349180273,23.491058239732652,10.0,5.6755264164035175,Brown,False,False,0.9,,,
test_blur,3,46,6,5,0.5,0.5,0.5,6.94834547473811,19.704991901396156,8.470660884726545,10.0,3.3560373270649544,Black,False,False,0.9,,,
test_blur,4,157,145,145,0.5,0.5,0.5,61.188628948071056,4.437853585247176,1.607481447900616,10.0,0.2846259505232303,Grey,False,False,0.9,,,
test_noise,0,192,232,218,0.5,0.5,0.5,89.23434270976037,-13.644635203171362,1.64367687202268,10.0,16.538928736695976,Cyan,False,False,0.9,,,
test_noise,1,169,143,187,0.5,0.5,0.5,63.273507058086466,17.418661011101168,-18.71705604823378,10.0,16.092086996760756,Purple,False,False,0.9,,,
test_noise,2,205,174,192,0.5,0.5,0.5,74.02326436080602,14.309132263725996,-5.537287069563204,10.0,13.898368810735771,Pink,False,False,0.9,,,
test_noise,3,138,23,17,0.5,0.5,0.5,29.94461436238505,45.00579227680604,33.16863224894108,10.0,12.83838500694123,Red,False,False,0.9,,,
test_noise,4,180,171,166,0.5,0.5,0.5,70.31872310416134,3.19053298693051,2.584374282533852,10.0,11.998206848681166,Grey,False,False,0.9,,,
test_tint,0,249,250,250,0.5,0.5,0.5,98.19853498315834,-0.3324350552376121,-0.11154713319725396,10.0,82.15297450424929,White,False,False,0.9,,,
test_tint,1,171,26,11,0.5,0.5,0.5,36.86193285981751,55.27943425610318,45.718311351494854,10.0,12.053824362606234,Red,False,False,0.9,,,
test_tint,2,85,20,8,0.5,0.5,0.5,17.846134448543882,29.458712426181435,23.449249203511133,10.0,5.7507082152974505,Brown,False,False,0.9,,,
test_none,0,235,235,235,0.5,0.5,0.5,93.04813343052106,-0.0023078137202925397,0.004374542163043671,10.0,82.15297450424929,White,False,False,0.9,,,
test_none,1,76,6,5,0.5,0.5,0.5,13.861632314318218,31.12444008700046,19.301828334276543,10.0,10.864022662889518,Brown,False,False,0.9,,,
test_none,2,149,7,6,0.5,0.5,0.5,30.768849707331388,52.60151036525374,41.59820960788174,10.0,6.940509915014163,Red,False,False,0.9,,,
test_blur,0,235,235,235,0.5,0.5,0.5,93.04813343052106,-0.0023078137202925397,0.004374542163043671,10.0,81.59277248332602,White,False,False,0.9,,,
test_blur,1,132,7,6,0.5,0.5,0.5,27.057466642714925,47.251649353767334,36.059592270383625,10.0,8.834732862260864,Red,False,False,0.9,,,
test_blur,2,90,8,7,0.5,0.5,0.5,17.681200443165793,34.6351349180273,23.491058239732652,10.0,5.6755264164035175,Brown,False,False,0.9,,,
test_blur,3,46,6,5,0.5,0.5,0.5,6.94834547473811,19.704991901396156,8.470660884726545,10.0,3.3560373270649544,Black,False,False,0.9,,,
test_blur,4,157,145,145,0.5,0.5,0.5,61.188628948071056,4.437853585247176,1.607481447900616,10.0,0.2846259505232303,Grey,False,False,0.9,,,
test_noise,0,192,232,218,0.5,0.5,0.5,88.77171751569998,-13.441324028345605,1.2656350790584483,10.0,16.825635283946767,Cyan,False,False,0.9,,,
test_noise,1,171,142,187,0.5,0.5,0.5,63.57575182814628,18.194830609914973,-18.84957898829974,10.0,14.869825252625462,Purple,False,False,0.9,,,
test_noise,2,208,177,195,0.5,0.5,0.5,75.24925414949999,13.773005978900633,-4.994829203178348,10.0,13.748777618730424,Pink,False,False,0.9,,,
test_noise,3,137,23,17,0.5,0.5,0.5,29.579736890249468,44.827160746628685,32.85277449653955,10.0,13.006136708286682,Red,False,False,0.9,,,
test_noise,4,174,168,164,0.5,0.5,0.5,69.55393545154458,1.9264803727296114,2.0582500967796715,10.0,12.026814438980145,Grey,False,False,0.9,,,
test_tint,0,249,250,250,0.5,0.5,0.5,98.19853498315834,-0.3324350552376121,-0.11154713319725396,10.0,82.15297450424929,White,False,False,0.9,,,
test_tint,1,171,26,11,0.5,0.5,0.5,36.86193285981751,55.27943425610318,45.718311351494854,10.0,12.053824362606234,Red,False,False,0.9,,,
test_tint,2,85,20,8,0.5,0.5,0.5,17.846134448543882,29.458712426181435,23.449249203511133,10.0,5.7507082152974505,Brown,False,False,0.9,,,
test_none,0,235,235,235,0.5,0.5,0.5,93.04813343052106,-0.0023078137202925397,0.004374542163043671,10.0,82.15297450424929,White,False,False,0.9,,,
test_none,1,76,6,5,0.5,0.5,0.5,13.861632314318218,31.12444008700046,19.301828334276543,10.0,10.864022662889518,Brown,False,False,0.9,,,
test_none,2,149,7,6,0.5,0.5,0.5,30.768849707331388,52.60151036525374,41.59820960788174,10.0,6.940509915014163,Red,False,False,0.9,,,
test_blur,0,235,235,235,0.5,0.5,0.5,93.04813343052106,-0.0023078137202925397,0.004374542163043671,10.0,81.59277248332602,White,False,False,0.9,,,
test_blur,1,132,7,6,0.5,0.5,0.5,27.057466642714925,47.251649353767334,36.059592270383625,10.0,8.834732862260864,Red,False,False,0.9,,,
test_blur,2,90,8,7,0.5,0.5,0.5,17.681200443165793,34.6351349180273,23.491058239732652,10.0,5.6755264164035175,Brown,False,False,0.9,,,
test_blur,3,46,6,5,0.5,0.5,0.5,6.94834547473811,19.704991901396156,8.470660884726545,10.0,3.3560373270649544,Black,False,False,0.9,,,
test_blur,4,157,145,145,0.5,0.5,0.5,61.188628948071056,4.437853585247176,1.607481447900616,10.0,0.2846259505232303,Grey,False,False,0.9,,,
test_noise,0,192,231,217,0.5,0.5,0.5,88.52308929241622,-13.286895181747163,1.346839838728516,10.0,17.097747983956687,Cyan,False,False,0.9,,,
test_noise,1,232,226,223,0.5,0.5,0.5,90.01655777606845,2.4095873552730525,1.7409530259772312,10.0,16.628637027168754,White,False,False,0.9,,,
test_noise,2,168,142,186,0.5,0.5,0.5,62.96003272160838,17.71391135763929,-18.76447866395055,10.0,15.538768973483185,Purple,False,False,0.9,,,
test_noise,3,204,174,193,0.5,0.5,0.5,74.32628150777965,14.094849377240802,-5.429823489426098,10.0,13.741691350501,Pink,False,False,0.9,,,
test_noise,4,137,23,17,0.5,0.5,0.5,29.561391718436663,44.585228565746554,32.68543906418142,10.0,12.607888433792995,Red,False,False,0.9,,,
test_tint,0,249,250,250,0.5,0.5,0.5,98.19853498315834,-0.3324350552376121,-0.11154713319725396,10.0,82.15297450424929,White,False,False,0.9,,,
test_tint,1,171,26,11,0.5,0.5,0.5,36.86193285981751,55.27943425610318,45.718311351494854,10.0,12.053824362606234,Red,False,False,0.9,,,
test_tint,2,85,20,8,0.5,0.5,0.5,17.846134448543882,29.458712426181435,23.449249203511133,10.0,5.7507082152974505,Brown,False,False,0.9,,,
test_none,0,235,235,235,0.5,0.5,0.5,93.04813343052106,-0.0023078137202925397,0.004374542163043671,10.0,82.15297450424929,White,False,False,0.9,,,
test_none,1,76,6,5,0.5,0.5,0.5,13.861632314318218,31.12444008700046,19.301828334276543,10.0,10.864022662889518,Brown,False,False,0.9,,,
test_none,2,149,7,6,0.5,0.5,0.5,30.768849707331388,52.60151036525374,41.59820960788174,10.0,6.940509915014163,Red,False,False,0.9,,,
test_blur,0,235,235,235,0.5,0.5,0.5,93.04813343052106,-0.0023078137202925397,0.004374542163043671,10.0,81.59277248332602,White,False,False,0.9,,,
test_blur,1,132,7,6,0.5,0.5,0.5,27.057466642714925,47.251649353767334,36.059592270383625,10.0,8.834732862260864,Red,False,False,0.9,,,
test_blur,2,90,8,7,0.5,0.5,0.5,17.681200443165793,34.6351349180273,23.491058239732652,10.0,5.6755264164035175,Brown,False,False,0.9,,,
test_blur,3,46,6,5,0.5,0.5,0.5,6.94834547473811,19.704991901396156,8.470660884726545,10.0,3.3560373270649544,Black,False,False,0.9,,,
test_blur,4,157,145,145,0.5,0.5,0.5,61.188628948071056,4.437853585247176,1.607481447900616,10.0,0.2846259505232303,Grey,False,False,0.9,,,
test_noise,0,192,232,218,0.5,0.5,0.5,89.16202056834095,-13.745730497687191,1.6654764886163993,10.0,16.452070252596858,Cyan,False,False,0.9,,,
test_noise,1,169,143,186,0.5,0.5,0.5,63.260626022928015,17.72795332782534,-18.884694536213416,10.0,15.88351031509505,Purple,False,False,0.9,,,
test_noise,2,205,173,192,0.5,0.5,0.5,74.00293079212345,14.52324485374103,-5.393734593209092,10.0,13.793003674662192,Pink,False,False,0.9,,,
test_noise,3,137,23,17,0.5,0.5,0.5,29.60581266224366,44.63875411014995,32.93145740199752,10.0,12.781748213304013,Red,False,False,0.9,,,
test_noise,4,177,170,166,0.5,0.5,0.5,70.10174883177505,2.386266344457754,2.4289629716367904,10.0,12.187147362634182,Grey,False,False,0.9,,,
test_tint,0,249,250,250,0.5,0.5,0.5,98.19853498315834,-0.3324350552376121,-0.11154713319725396,10.0,82.15297450424929,White,False,False,0.9,,,
test_tint,1,171,26,11,0.5,0.5,0.5,36.86193285981751,55.27943425610318,45.718311351494854,10.0,12.053824362606234,Red,False,False,0.9,,,
test_tint,2,85,20,8,0.5,0.5,0.5,17.846134448543882,29.458712426181435,23.449249203511133,10.0,5.7507082152974505,Brown,False,False,0.9,,,
test_none,0,235,235,235,0.5,0.5,0.5,93.04813343052106,-0.0023078137202925397,0.004374542163043671,10.0,82.15297450424929,White,False,False,0.9,,,
test_none,1,76,6,5,0.5,0.5,0.5,13.861632314318218,31.12444008700046,19.301828334276543,10.0,10.864022662889518,Brown,False,False,0.9,,,
test_none,2,149,7,6,0.5,0.5,0.5,30.768849707331388,52.60151036525374,41.59820960788174,10.0,6.940509915014163,Red,False,False,0.9,,,
test_blur,0,235,235,235,0.5,0.5,0.5,93.04813343052106,-0.0023078137202925397,0.004374542163043671,10.0,81.59277248332602,White,False,False,0.9,,,
test_blur,1,132,7,6,0.5,0.5,0.5,27.057466642714925,47.251649353767334,36.059592270383625,10.0,8.834732862260864,Red,False,False,0.9,,,
test_blur,2,90,8,7,0.5,0.5,0.5,17.681200443165793,34.6351349180273,23.491058239732652,10.0,5.6755264164035175,Brown,False,False,0.9,,,
test_blur,3,46,6,5,0.5,0.5,0.5,6.94834547473811,19.704991901396156,8.470660884726545,10.0,3.3560373270649544,Black,False,False,0.9,,,
test_blur,4,157,145,145,0.5,0.5,0.5,61.188628948071056,4.437853585247176,1.607481447900616,10.0,0.2846259505232303,Grey,False,False,0.9,,,
test_noise,0,192,231,218,0.5,0.5,0.5,89.1042901935302,-13.822589178146941,1.7429542691134303,10.0,16.52499494029549,Cyan,False,False,0.9,,,
test_noise,1,170,143,186,0.5,0.5,0.5,63.25042343388423,17.659117018393307,-18.75406208065692,10.0,15.803625639691212,Purple,False,False,0.9,,,
test_noise,2,206,174,194,0.5,0.5,0.5,74.29247329643587,14.38777833823073,-5.656921508155113,10.0,13.893948593402145,Pink,False,False,0.9,,,
test_noise,3,138,23,17,0.5,0.5,0.5,29.713507835652084,45.06756726535537,33.11447837311139,10.0,13.010668748373666,Red,False,False,0.9,,,
test_noise,4,177,171,166,0.5,0.5,0.5,70.18113979383196,2.60653507149873,2.2988480685888875,10.0,12.295081967213115,Grey,False,False,0.9,,,
test_tint,0,249,250,250,0.5,0.5,0.5,98.19853498315834,-0.3324350552376121,-0.11154713319725396,10.0,82.15297450424929,White,False,False,0.9,,,
test_tint,1,171,26,11,0.5,0.5,0.5,36.86193285981751,55.27943425610318,45.718311351494854,10.0,12.053824362606234,Red,False,False,0.9,,,
test_tint,2,85,20,8,0.5,0.5,0.5,17.846134448543882,29.458712426181435,23.449249203511133,10.0,5.7507082152974505,Brown,False,False,0.9,,,
